user_id,user_name,user_review_count,average_stars,user_elite_count,user_fans,business_id,biz_name,biz_stars,categories,biz_attributes_clean,stars_review,text,date
nnImk681KaRqUVHlSfZjGQ,Carlos,1107,3.96,17,259,nFjk0xVI9fNiVN__5g-m8Q,Ichicoro Ane,4.0,"Ramen, Restaurants, Tapas/Small Plates, Nightlife, Japanese, Bars, Cocktail Bars","WiFi: u'free', NoiseLevel: 'loud', HasTV: False, Ambience: {'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': True, 'casual': True}, CoatCheck: False, RestaurantsPriceRange2: 2, RestaurantsTableService: True, RestaurantsTakeOut: True, OutdoorSeating: False, HappyHour: True, RestaurantsAttire: 'casual', GoodForKids: True, GoodForDancing: False, BusinessAcceptsCreditCards: True, Smoking: u'no', Alcohol: u'full_bar', RestaurantsReservations: True, GoodForMeal: {'dessert': None, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}, Caters: True, Music: {'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': None}, BusinessAcceptsBitcoin: False, BusinessParking: {'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}, BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': True, 'saturday': False}, DogsAllowed: False, BikeParking: True, RestaurantsGoodForGroups: True, RestaurantsDelivery: True, WheelchairAccessible: True",5.0,"Ichicoro Ane gets lots of things right and the best part about it is the combination of the ambiance with the food choices and whiskey selection. I'm very happy with this location and the servers I have encountered so far have been helpful and pleasant.

The katsu is great and I highly recommend it to people looking for a more filling dish on the menu. The bao buns were also good for a lighter fish. I haven't had anything I really regretted trying, but definitely ask your server about the portion sizes of each dish since they vary across the menu.

The cocktail selection is excellent. I even had a special Japanese Old Fashioned last time which was a little expensive, but well worth it for some quality Japanese whiskey. 

I'm looking forward to exploring the menu little by little. The best way to experience this is in a group setting so you can try more things and it really reminds me of Izakayas or Japanese pubs I visited in Japan and Korea.",2018-02-23 22:49:01
vr-Rw3nMKIgGrVNT6A7p9g,Jamie,554,4.07,14,74,tQYOAfl33tmP4oWpfyRr6g,El Sabor Poblano,3.5,"Mexican, Latin American, Restaurants, Breakfast & Brunch","RestaurantsPriceRange2: 2, HasTV: True, RestaurantsAttire: u'casual', OutdoorSeating: False, WiFi: u'no', RestaurantsTableService: True, NoiseLevel: u'average', BusinessAcceptsCreditCards: False, RestaurantsReservations: None, GoodForKids: True, BikeParking: True, RestaurantsGoodForGroups: True, Alcohol: u'none', DogsAllowed: False, RestaurantsDelivery: True, WheelchairAccessible: False, RestaurantsTakeOut: True, GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}, Ambience: {'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}, BusinessAcceptsBitcoin: False, Caters: False, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",5.0,"Although there are countless little Mexican places below Washington Avenue, I never get sick of them and always look forward to trying the new kid on the block. This time it was El Sabor Poblano on Federal, which could not look less special if it tried.

I liked that there were 3 fish tacos on the menu.  I picked the fried and battered version, though the tortilla chip covered fish could have been awesome. I was instantly impressed when I opened one of my three and found that El Sabor puts an entire filet of fish in each taco! The flakey meat had no fishy taste. These tacos came with the more American toppings of lettuce and, tomato, and cheese. I bet I could have gotten cilantro and onion if I asked. The sole staff member in the place seemed happy to accommodate us- well, we were the only ones dining in.

Another taco filling option that comes with more traditional toppings is the super crispy chorizo, only $8 for 3. There was no detectable gristle here, something I have often come across at this little places.

As unassuming as it looks, this particular South Philly Mexican place is worth stopping by.",2014-10-27 15:39:17
d0FbFaZuJWfai0RYsUS7qw,Katrina,155,3.87,3,2,N9-NRK8PPvi73tduxoPKbA,AMC Plymouth Meeting Mall 12,2.5,"Arts & Entertainment, Cinema","GoodForKids: True, ByAppointmentOnly: False, WiFi: u'no', RestaurantsAttire: u'casual', DogsAllowed: False",3.0,"By far some of the most comfy theater recliners. My only complaint is that you have to put your feet down if someone wants to pass by you on the aisle. The bartender at the little lounge next to the theaters is a delight. And being able to drink in the theater is a nice plus. The drawback comes with concessions. At a peak time on a Saturday, there were 5-6 employees at the counter but utter disorganization and no hustle whatsoever. The popcorn was also burnt. Next time I'll eat beforehand and stick with the bar.",2017-06-17 20:08:16
wABHp4fGUC-0acRKhmQO2A,Diana,971,4.24,11,35,MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,4.0,"Restaurants, Chinese, Szechuan","BikeParking: True, Caters: True, HappyHour: True, WiFi: u'no', GoodForKids: True, RestaurantsReservations: True, RestaurantsAttire: u'casual', BusinessAcceptsCreditCards: True, DogsAllowed: False, Ambience: {'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}, Alcohol: u'full_bar', GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, OutdoorSeating: None, RestaurantsPriceRange2: 2, RestaurantsGoodForGroups: True, HasTV: True, NoiseLevel: u'average', BusinessParking: {'garage': True, 'street': True, 'validated': True, 'lot': True, 'valet': False}, RestaurantsTakeOut: True, RestaurantsDelivery: True",5.0,"Awesome food, great place to split a bunch of delicious spicy, ultra flavorful dishes with a large group. It's the Chinese restaurant a lot of people know about for good reason - I haven't had a single bad dish here, and it's always a crowd-pleaser.",2016-03-07 00:22:02
Uk3X2AypU8AqvcYEVf7s6Q,Douglas,431,4.05,11,76,eL4lyE7LNoXEMvpcJ8WNVw,Deep Sea Tasting Room,4.0,"Bars, Venues & Event Spaces, Event Planning & Services, Wine Tasting Room, Arts & Entertainment, Food, Wine Bars, Beer, Wine & Spirits, Nightlife, Wineries","RestaurantsGoodForGroups: True, OutdoorSeating: True, Alcohol: u'beer_and_wine', BusinessAcceptsCreditCards: True, HasTV: False, BikeParking: True, RestaurantsPriceRange2: 2, ByAppointmentOnly: False, BusinessParking: {'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': True}, Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, WiFi: u'free', RestaurantsAttire: u'casual', NoiseLevel: u'quiet', GoodForKids: False, HappyHour: True, RestaurantsTakeOut: True, RestaurantsDelivery: True, WheelchairAccessible: False, Caters: False, DogsAllowed: True",3.0,"This was a tough one!   On the merits of the wine, fairly average... I understand that the winery has more than one lable and other label is their premium wines.  I look forward to when that is available (I went two weeks ago so maybe it already is)     Location..   what's not to like?  On the pier!  A wonderful outdoor patio,  couldn't have a nicer setting to enjoy your tasting....   The staff were super, super nice,  I would give them an A+!  

So why only three stars?  It is because of the wine club!  Very expensive for the quality of the wines and stingy as HELL with the benefits to the members..   Most wine clubs will give you a free tasting every time you come in (after all, we are your best customers... we are the ones who buy your wine time and time again).  Some wineries will give their members a complimentary glass in leau of a tasting (Carr).   Most wineries allow you to bring guests which is how you get new wine club members.   This system works folks!  The way this wine club works is that you are given a very limited number of passes per quarter, five as I recall.   If I come with my wife once a month we wouldn't even be covered... let alone if we bring a guest!   

So go to this winery if you want to enjoy a tasting in one of the most beautiful settings on earth.   But avoid the wine club!  For that you can pretty much go to any of the other wine tasting rooms on the Urban wine trail.",2011-08-25 16:14:24
QuZKJnltihmZ8jhwfxPeJA,Suzie,134,3.84,2,11,QWqKTWQ2OiDgo3dzNkpung,Jong Ka Jib,4.5,"Korean, Restaurants","Alcohol: u'none', RestaurantsGoodForGroups: True, RestaurantsAttire: 'casual', OutdoorSeating: False, BikeParking: True, BYOBCorkage: 'yes_free', RestaurantsTakeOut: True, Caters: False, GoodForKids: True, WiFi: u'no', RestaurantsReservations: True, Corkage: False, RestaurantsPriceRange2: 2, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, NoiseLevel: u'average', GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, HasTV: True, BusinessAcceptsCreditCards: True, RestaurantsTableService: True, DogsAllowed: False, Ambience: {'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}, RestaurantsDelivery: None",5.0,"The best soon-dubu in the city!  This place is tucked away and once you walk in, it's like you've stepped into a Korean home.  Very welcoming, warm and inviting.

It's very vegetarian friendly!  The soft tofu is stewed and put into the dol sot pots which each and every stew feels like it's custom made for you. 

You can select from beef, seafood or mixed meats (seafood & beef), mushroom, and just plain.  They can adjust the spice as needed too.  I always get the extra hot with the hot temperature, can't beat it.  The rice also comes in a dol-sot which is great if you leave it in for a while, it burns the rice into a nice crispy shell.  DROOL.

Just thinking about this place makes my mouth salivate!  

If you're not into tofu, they also offer korean bbq meats (cooked in the back), with other soup/stew items.

Love this place!!!",2014-05-07 20:13:19
Xw7ZjaGfr0WNVt6s_5KZfA,Marielle,2272,4.1,6,379,i-tDq8zC7ZmSqSbg_7oddA,LA Smokehouse,4.0,"Barbeque, Sandwiches, Salad, Restaurants, Soup","RestaurantsReservations: False, BikeParking: True, HasTV: False, BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}, WiFi: u'free', GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}, RestaurantsTableService: False, WheelchairAccessible: True, OutdoorSeating: True, Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, Caters: True, NoiseLevel: 'average', RestaurantsGoodForGroups: True, RestaurantsAttire: 'casual', Alcohol: 'beer_and_wine', BusinessAcceptsCreditCards: True, RestaurantsTakeOut: True, RestaurantsPriceRange2: 2, RestaurantsDelivery: True, GoodForKids: True",5.0,"What an AMAZING occurrence that we ended up here after another barbecue place ran out of food!

So yeah, we started out at another spot and they were out of food when we got there. Super bummed and still in the mood for barbecue, we started wandering around Mid City and my trusty Yelp app guided me to this place. We were greeted by the super nice woman working the counter and she explained the whole process.

I decided to get the one-meat plate with ""wet"" pulled pork, grits and potato salad, I also got a medium mac and cheese, because I can. My boyfriend got the two-meat plate with brisket and pulled chicken with potato salad and fries. The food blew us both away! It was delicious from beginning to end. The pulled pork was perfect and had the perfect amount of sauce without being drenched. I could tell that if I hadn't ordered it wet it still would have been able to stand on it's own. The mac and cheese was incredible, and after the pork, was my favorite part of the meal. The stone ground grits had a different type of flavor (almost smoky) that I enjoyed and the potato salad was served cold and had that nice crunch that I like in potato salad,

We both agreed that the food was excellent, and a good deal to boot, and that we would both make the trip back out to Earhart, just to have more of this delicious food. The owner himself was bringing the food out to folks and he was really friendly and made sure that we were happy with everything. I like when the owners take the time to make sure that everything is okay. The atmosphere is casual and comfortable and the entire process was a breeze. I will definitely return to LA Smokehouse and I'll be adding it to my ""BBQ Favorites"" list for future reference.",2016-11-21 20:04:45
_BcWyKQL16ndpBdggh2kNA,Karen,4274,3.69,15,558,tD_2Pw2kiUGE-lIkFTQKLw,R F Bondurant Plumbing & Heating,4.0,"Plumbing, Contractors, Home Services, Heating & Air Conditioning/HVAC","BusinessAcceptsCreditCards: True, ByAppointmentOnly: False",3.0,"Got an estimate but went with another plumber as this was the highest quote of the 3 plumbers we interviewed for the job.
Very prompt communication though.

Will re-consider for future jobs.  Seems reliable (and often you get what you pay for!)",2015-02-02 17:43:00
__GHy1xxetn0SBqP4b_odA,John,33,3.64,0,3,L3V21nAe-CicW2bvtNWa0g,Mixx Japanese Cuisine and Noodle Bar,3.0,"Sushi Bars, Restaurants, Japanese, Asian Fusion","RestaurantsGoodForGroups: True, RestaurantsAttire: u'casual', Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, GoodForKids: True, RestaurantsTakeOut: True, BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}, BusinessAcceptsCreditCards: True, RestaurantsPriceRange2: 2, RestaurantsDelivery: True, NoiseLevel: u'average', Alcohol: u'full_bar', HasTV: True, OutdoorSeating: False",3.0,"Not the best prepared sushi inthe city by a longshot, but for quick (and I mean quick), cheap sushi with a long menu, Mixx is great.",2010-08-22 00:01:33
16yfdXvoj6ra0hqFjLu2cQ,Mackie,140,4.09,0,5,DRnvSL_I8MLuTLhl6O4JBQ,Gennaro's Tomato PIE,3.5,"Pizza, Restaurants","BikeParking: True, RestaurantsDelivery: False, RestaurantsReservations: True, HasTV: False, NoiseLevel: u'average', WiFi: u'no', RestaurantsPriceRange2: 2, BusinessAcceptsCreditCards: False, GoodForKids: True, GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}, Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, RestaurantsTableService: True, Alcohol: u'none', BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}, RestaurantsAttire: u'casual', Caters: False, RestaurantsTakeOut: True, RestaurantsGoodForGroups: True, OutdoorSeating: True",5.0,"I am a huge fan of Gennaro's. It's got a thin crust, sweet and rich tomato sauce along w fresh mozzarella cheese. Also, the meatballs are excellent. Can't say enough about how much I love it here. Also, the decor is vintage and adorable. 

I have yet to be disappointed with Gennaro's",2016-02-23 17:51:22
